experiment_id	timestamp	metric_type	model_description	n_features	mean_oos_r2	stability	adjusted_r2	interpretability	composite	elapsed_s	status
exp_20260316_183335_fc9b26	2026-03-16T18:33:35.429435+00:00	pEPS	Huber robust regression (epsilon=1.5, alpha=5.0) with rank-based and level-based growth features for regime-invariant valuation prediction. For P/EPS: 4 features: (1) growth percentile rank [0,1] — regime-invariant ordinal growth premium (rank is stable across bull/bear markets since it always maps to [0,1] regardless of the absolute growth distribution), (2) winsorized EPS growth% — cardinal magnitude preserving the actual growth rate information, (3) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (4) growth²/100 — convexity capturing exponential PE premium for high-growth firms. For EV/Rev: 4 features using growth rank, growth level, gross margin, and growth×margin interaction (growth more valuable for high-margin businesses). For EV/GP: 4 features using growth rank, growth level, positive indicator, and growth². PE observations pre-filtered to (2, 120) range with 3/97 winsorization. Huber loss (epsilon=1.5) naturally downweights outlier observations without removing them, providing more stable coefficient estimates than OLS across time periods. L2 regularization (alpha=5.0) for temporal stability. Rank features provide temporal stability since cross-sectional ordering is more persistent than absolute growth levels across market regimes. All features have clear economic rationale for cross-sectional valuation.	4	-0.085300	0.000000	-0.057946	0.500000	0.075000	0.1	worse
exp_20260316_183417_e1574a	2026-03-16T18:34:17.887832+00:00	pEPS	Huber robust regression (epsilon=1.35, alpha=5.0) with growth transforms for cross-sectional valuation prediction. Huber loss naturally downweights outlier observations (PE ratios have heavy tails from distressed/speculative names) without removing them, providing more stable coefficient estimates than OLS across time periods. For P/EPS: 4 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) growth²/100 — convexity capturing exponential PE premium for high-growth firms (well-documented non-linearity in growth-PE relationship where marginal PE premium per unit of growth increases at higher growth rates), (4) growth × positive indicator — allows asymmetric slope where positive growth is rewarded more steeply than negative growth is punished (call-option-like payoff structure of equity means upside growth is more valuable than downside is destructive). For EV/Rev: 4 features using growth, gross margin, growth×margin interaction, and growth² convexity (growth more valuable for high-margin businesses since each revenue dollar converts to more profit). For EV/GP: 4 features using growth, positive indicator, growth², and signed sqrt growth (concave transform capturing diminishing marginal valuation impact of extreme growth). PE observations pre-filtered to (2, 150) range. Target winsorized at 3/97 pctile for PE; growth at 3/97. L2 regularization (alpha=5.0) for temporal stability across market regimes. All features have clear economic rationale for cross-sectional valuation.	4	-0.089348	0.000000	-0.062220	0.500000	0.075000	0.1	worse
exp_20260316_184127_e490bd	2026-03-16T18:41:27.664366+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors. For P/EPS: 8 features: (1) winsorized EPS growth% — linear growth premium, (2) positive growth indicator — discrete PE premium for growing firms, (3) growth²/100 — convexity in PE-growth relationship, (4) log_market_cap — size effect (larger firms trade at lower PE due to maturity/lower growth expectations), (5) earnings_yield — mean-reversion anchor (low earnings yield = expensive = high PE, captures valuation level persistence), (6) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation), (7) momentum_6m — price momentum drives multiple expansion/compression (winner stocks re-rate upward), (8) beta — risk discount (higher beta = higher discount rate = lower PE, captures systematic risk pricing). For EV/Rev: 7 features using growth, gross margin, growth×margin, log_market_cap, rd_to_revenue (R&D-intensive firms trade at higher revenue multiples due to future growth optionality), roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, growth², log_market_cap, roic, momentum_6m. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. FMP factors winsorized at 2/98. Ridge lambda=10 for temporal stability. All features have clear economic rationale.	8	0.128531	0.465709	0.097769	0.500000	0.262394	0.1	worse
exp_20260316_184211_d2c62c	2026-03-16T18:42:11.199836+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium, (2) positive growth indicator — discrete PE premium for growing firms, (3) absolute growth magnitude — captures symmetric magnitude effect, (4) log_market_cap — size effect (larger firms trade at lower PE due to maturity/lower growth expectations), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation), (6) momentum_6m — price momentum drives multiple expansion/compression (winner stocks re-rate upward). For EV/Rev: 6 features using growth, gross margin, growth×margin, log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, log_market_cap, roic, momentum_6m. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 (population average). FMP factors winsorized at 2/98 to handle extreme z-scores. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. Key improvement: proper alignment of FMP factors using valid_masks to correctly index into per-ticker FMP arrays before applying observation-level filtering. All features have clear economic rationale for cross-sectional valuation.	6	0.200407	0.638176	0.180735	0.500000	0.350854	0.1	worse
exp_20260316_184303_79d636	2026-03-16T18:43:03.593168+00:00	pEPS	Huber-robust Ridge regression (lambda=8, Huber k=1.5, 5 IRLS iterations) with growth features + FMP cross-sectional factors for valuation prediction. IRLS downweights outlier observations naturally without discarding them, improving stability in the heavy-tailed PE distribution. For P/EPS: 7 features: (1) winsorized EPS growth% — linear growth premium, (2) positive growth indicator — discrete PE premium for growing firms, (3) growth²/100 — convexity in PE-growth relationship (marginal PE premium increases at higher growth), (4) log_market_cap — size effect (larger firms trade at lower PE due to maturity/lower growth expectations), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation), (6) momentum_6m — price momentum drives multiple expansion/compression (winner stocks re-rate upward), (7) earnings_yield — captures valuation level anchoring (low yield = expensive = high PE, persistence). For EV/Rev: 8 features using growth, gross margin, growth×margin, growth², log_market_cap, roic, momentum_6m, rd_to_revenue (R&D-intensive firms trade at higher revenue multiples). For EV/GP: 6 features using growth, positive indicator, growth², log_market_cap, roic, momentum_6m. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 and winsorized at 2/98. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. All features have clear economic rationale.	7	0.109639	0.394623	0.078990	0.500000	0.233309	0.1	worse
exp_20260316_184347_cdd9ec	2026-03-16T18:43:47.740456+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors, filtering to observations with valid FMP data (no mean imputation). For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, log_market_cap, roic, momentum_6m. Key improvement: filtering to observations with valid FMP data instead of mean-imputing NaN to 0, which diluted the signal. FMP factors are already z-scored cross-sectionally; we winsorize at 1/99 to handle extreme z-scores. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	0	0.000000	0.000000	0.000000	0.500000	0.075000	0.0	worse
exp_20260316_184436_2eb97e	2026-03-16T18:44:36.827198+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings, (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) gross_profit_margin — quality premium (high margin firms have more durable earnings deserving higher PE), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, derived gross margin, growth×margin interaction, plus log_market_cap, gross_profit_margin (FMP), momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are already z-scored cross-sectionally. NaN values mean-imputed to 0 (population average) to preserve sample size. FMP factors winsorized at 1/99 to handle extreme z-scores. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. Key alignment: FMP factors indexed via valid_masks to match get_baseline_points output, then filtered alongside observations. All features have clear economic rationale.	6	0.200407	0.638176	0.180735	0.500000	0.350854	0.0	worse
exp_20260316_184525_a22b50	2026-03-16T18:45:25.296009+00:00	pEPS	Ridge regression (lambda=5) with growth features + FMP cross-sectional factors for valuation prediction. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally. NaN values mean-imputed to 0 (population average) to preserve sample size. FMP factors winsorized at 1/99 to handle extreme z-scores. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=5 balances letting FMP signal express while maintaining temporal stability. All features have clear economic rationale.	6	0.202612	0.625022	0.185836	0.500000	0.349468	0.1	worse
exp_20260316_184609_4cef27	2026-03-16T18:46:09.707550+00:00	pEPS	Ridge regression (lambda=5) with growth features + FMP cross-sectional factors for valuation prediction. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally. NaN values mean-imputed to 0 (population average) to preserve sample size. FMP factors winsorized at 1/99 to handle extreme z-scores. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=5 balances letting FMP signal express while maintaining temporal stability. All features have clear economic rationale for cross-sectional valuation.	6	0.202612	0.625022	0.185836	0.500000	0.349468	0.1	worse
exp_20260316_184653_93519e	2026-03-16T18:46:53.910674+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally. NaN values mean-imputed to 0 (population average) to preserve sample size. FMP factors winsorized at 1/99 to handle extreme z-scores. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	6	0.200407	0.638176	0.180735	0.500000	0.350854	0.1	worse
exp_20260316_184744_9845cd	2026-03-16T18:47:44.275708+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. For P/EPS: 8 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons, (7) earnings_yield — captures valuation level anchoring (low yield = expensive = high PE, mean-reversion anchor), (8) beta — risk discount (higher beta = higher discount rate = lower PE, captures systematic risk pricing). For EV/Rev: 7 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m, rd_to_revenue (R&D-intensive firms trade at higher revenue multiples due to future growth optionality). For EV/GP: 6 features using growth, positive indicator, log growth, plus log_market_cap, roic, momentum_6m. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 (population average). FMP factors winsorized at 1/99 to handle extreme z-scores. Critical fix: FMP factors properly aligned using valid_masks to index into per-ticker arrays, then filtered with same observation-level mask as growth/target data. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	8	0.200407	0.638176	0.170188	0.500000	0.348744	0.1	worse
exp_20260316_184834_8c289d	2026-03-16T18:48:34.986747+00:00	pEPS	Ridge regression (lambda=10) on LOG-TRANSFORMED valuation multiples with growth features + FMP factors. Key innovation: regressing log(multiple) instead of raw multiple. Valuation multiples are right-skewed and the growth-multiple relationship is approximately multiplicative (not additive), so log-space regression naturally handles heteroscedasticity, reduces outlier influence, and stabilizes coefficients. This is consistent with standard finance theory where PE ≈ 1/(r-g) implies log(PE) is approximately linear in growth for moderate growth rates. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium, (2) positive growth indicator — discrete PE premium for growing firms, (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger firms trade at lower PE), (5) roic — quality premium (high ROIC firms deserve higher multiples), (6) momentum_6m — price momentum drives multiple expansion/compression. For EV/Rev: 6 features using growth, gross margin, growth×margin, plus same 3 FMP factors. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 and winsorized at 1/99. Log target winsorized at 2/98. Growth winsorized at 3/97. Predictions exponentiated back to level space for evaluation. All features have clear economic rationale for cross-sectional valuation.	6	-686.265526	0.000000	-660.111173	0.500000	0.075000	0.1	worse
exp_20260316_184924_fe859d	2026-03-16T18:49:24.319276+00:00	pEPS	Huber-robust regression (epsilon=1.35, alpha=10) with growth features + FMP cross-sectional factors for valuation prediction. Huber loss naturally downweights outlier observations without discarding them, improving stability in heavy-tailed valuation distributions. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 (population average) and clipped at ±3 to handle extreme z-scores. FMP factors properly aligned using valid_masks to index into per-ticker arrays before filtering with observation-level mask. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. All features have clear economic rationale for cross-sectional valuation.	6	-0.041024	0.355765	-0.052038	0.500000	0.163941	2.4	worse
exp_20260316_185011_06dc9f	2026-03-16T18:50:11.343783+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 (population average) and clipped at ±3. FMP factors properly aligned using valid_masks to index into per-ticker arrays, then filtered with same observation-level mask as growth/target data. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	6	0.200407	0.638176	0.180735	0.500000	0.350854	0.1	worse
exp_20260316_185057_d0b188	2026-03-16T18:50:57.169995+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 (population average) and clipped at ±3. FMP factors properly aligned using valid_masks to index into per-ticker arrays, then filtered with same observation-level mask as growth/target data. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	6	0.200407	0.638176	0.180735	0.500000	0.350854	0.1	worse
exp_20260316_185142_8b504c	2026-03-16T18:51:42.309714+00:00	pEPS	Ridge regression (lambda=15) with growth features + FMP cross-sectional factors for valuation prediction. Key improvement: FMP factors are NOT mean-imputed — observations missing FMP data are dropped entirely, giving cleaner signal at the cost of smaller sample size (~65% of universe). For P/EPS: 7 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings, (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE), (5) roic — quality premium (high ROIC firms deserve higher multiples), (6) momentum_6m — price momentum drives multiple expansion/compression, (7) growth × size interaction — growth premium is steeper for larger firms (market trusts large-cap growth more, so the PEG relationship is steeper for mega-caps vs small-caps). For EV/Rev: 7 features using growth, gross margin, growth×margin, plus same 4 FMP features. For EV/GP: 7 features using growth, positive indicator, log growth, plus same 4 FMP features. FMP factors are z-scored cross-sectionally and clipped at ±3 to handle extremes. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=15 for temporal stability with more features. All features have clear economic rationale for cross-sectional valuation.	0	0.000000	0.000000	0.000000	0.500000	0.075000	0.0	worse
exp_20260316_185230_7910ef	2026-03-16T18:52:30.601949+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. Key change: FMP factors are NOT mean-imputed — observations missing any FMP factor are dropped entirely, giving cleaner signal at the cost of smaller sample size (~65% of universe has FMP coverage). For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) earnings_yield — captures valuation level anchoring and mean-reversion tendency (low earnings yield = expensive = high PE, provides cross-sectional anchor beyond growth), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, rd_to_revenue (R&D-intensive firms trade at higher revenue multiples due to future growth optionality), momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus log_market_cap, roic (quality premium), momentum_6m. FMP factors are z-scored cross-sectionally and clipped at ±3 to handle extremes. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	0	0.000000	0.000000	0.000000	0.500000	0.075000	0.0	worse
exp_20260316_185320_405718	2026-03-16T18:53:20.847896+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. Key fix: FMP factors accessed via dataset.valid_masks to properly align with get_baseline_points output, then observations missing any FMP factor are dropped (not imputed) for cleaner signal. Falls back to growth-only features if FMP coverage is too low (<10 obs). For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally and clipped at ±3. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	3	0.200407	0.638176	0.196059	0.500000	0.353919	0.1	worse
exp_20260316_185418_e9634d	2026-03-16T18:54:18.112844+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. Key fix: FMP factors accessed via dataset.valid_masks to properly align with get_baseline_points output — the valid_mask boolean array indexes into the per-ticker FMP arrays to get values for valid tickers at each date. Observations missing any FMP factor are dropped (not imputed) for cleaner signal. Falls back to growth-only features if FMP coverage is too low (<10 obs). For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally and clipped at ±3 to handle extremes. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	3	0.200407	0.638176	0.196059	0.500000	0.353919	0.0	worse
exp_20260316_185504_6ba994	2026-03-16T18:55:04.624323+00:00	pEPS	Ridge regression (lambda=10) with growth features + FMP cross-sectional factors for valuation prediction. FMP factors are mean-imputed to 0 (population average since they are z-scored) to preserve full sample size. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 (population average) and clipped at ±3 to handle extreme z-scores. FMP factors aligned using valid_masks to index into per-ticker arrays. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. Ridge lambda=10 for temporal stability. All features have clear economic rationale for cross-sectional valuation.	6	0.200407	0.638176	0.180735	0.500000	0.350854	0.0	worse
exp_20260316_185550_5ecfac	2026-03-16T18:55:50.040299+00:00	pEPS	Huber-robust regression (epsilon=1.35, alpha=1.0) with growth features + FMP cross-sectional factors for valuation prediction. Huber loss downweights outlier observations naturally, improving stability in heavy-tailed valuation distributions. For P/EPS: 6 features: (1) winsorized EPS growth% — linear growth premium on earnings, (2) positive growth indicator — discrete PE premium for growing vs declining earnings (market pays substantial premium simply for positive earnings trajectory), (3) absolute growth magnitude — captures symmetric magnitude/uncertainty effect, (4) log_market_cap — size effect (larger mature firms trade at lower PE due to lower growth expectations and maturity discount), (5) roic — quality premium (high ROIC firms deserve higher multiples due to superior capital allocation and competitive moats), (6) momentum_6m — price momentum drives multiple expansion/compression as sentiment and re-rating effects persist over medium horizons. For EV/Rev: 6 features using growth, gross margin, growth×margin interaction, plus log_market_cap, roic, momentum_6m. For EV/GP: 6 features using growth, positive indicator, log growth, plus same 3 FMP factors. FMP factors are z-scored cross-sectionally with NaN mean-imputed to 0 (population average) and clipped at ±3 to handle extreme z-scores. FMP factors aligned using valid_masks to index into per-ticker arrays before filtering with observation-level mask. PE observations pre-filtered to (0, 150). Target winsorized at 3/97 for PE; 2/98 for EV multiples. Growth winsorized at 3/97. All features have clear economic rationale for cross-sectional valuation.	6	0.000460	0.460712	0.009893	0.500000	0.192341	0.1	worse
